image	sentence_id	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
12590_0	01	2679382388.jpg	"12590_0_01_211103-013938_bem_dcc_elicit_0.wav
"	11	male	11.162	16000	vnd.wave	bem	bem
12590_1	02	2679382388.jpg	"12590_1_02_211103-013915_bem_142_elicit_0.wav
"	12	male	9.097	16000	vnd.wave	bem	bem
12590_2	01	2679382388.jpg	"12590_2_01_211103-013938_bem_dcc_elicit_1.wav
"	11	male	11.888	16000	vnd.wave	bem	bem
12590_3	02	2679382388.jpg	"12590_3_02_211103-013915_bem_142_elicit_1.wav
"	12	male	10.504	16000	vnd.wave	bem	bem
12590_4	01	2679382388.jpg	"12590_4_01_211103-013938_bem_dcc_elicit_2.wav
"	11	male	12.727	16000	vnd.wave	bem	bem
12591_0	01	2465114852.jpg	"12591_0_01_211103-014757_bem_dcc_elicit_0.wav
"	11	male	11.389	16000	vnd.wave	bem	bem
12591_1	02	2465114852.jpg	"12591_1_02_211103-014808_bem_142_elicit_0.wav
"	12	male	11.003	16000	vnd.wave	bem	bem
12591_2	01	2465114852.jpg	"12591_2_01_211103-014757_bem_dcc_elicit_1.wav
"	11	male	13.998	16000	vnd.wave	bem	bem
12591_3	02	2465114852.jpg	"12591_3_02_211103-014808_bem_142_elicit_1.wav
"	12	male	10.549	16000	vnd.wave	bem	bem
12591_4	01	2465114852.jpg	"12591_4_01_211103-014757_bem_dcc_elicit_2.wav
"	11	male	11.298	16000	vnd.wave	bem	bem
12592_0	01	2846785268.jpg	"12592_0_01_211103-015215_bem_dcc_elicit_0.wav
"	11	male	14.361	16000	vnd.wave	bem	bem
12592_1	02	2846785268.jpg	"12592_1_02_211103-015139_bem_142_elicit_0.wav
"	12	male	11.048	16000	vnd.wave	bem	bem
12592_2	01	2846785268.jpg	"12592_2_01_211103-015215_bem_dcc_elicit_1.wav
"	11	male	12.137	16000	vnd.wave	bem	bem
12592_3	02	2846785268.jpg	"12592_3_02_211103-015139_bem_142_elicit_1.wav
"	12	male	12.024	16000	vnd.wave	bem	bem
12592_4	01	2846785268.jpg	"12592_4_01_211103-015215_bem_dcc_elicit_2.wav
"	11	male	14.633	16000	vnd.wave	bem	bem
12593_0	01	4971205276.jpg	"12593_0_01_211103-015412_bem_dcc_elicit_0.wav
"	11	male	11.116	16000	vnd.wave	bem	bem
12593_1	02	4971205276.jpg	"12593_1_02_211103-015347_bem_142_elicit_0.wav
"	12	male	8.643	16000	vnd.wave	bem	bem
12593_2	01	4971205276.jpg	"12593_2_01_211103-015412_bem_dcc_elicit_1.wav
"	11	male	13.884	16000	vnd.wave	bem	bem
12593_3	02	4971205276.jpg	"12593_3_02_211103-015347_bem_142_elicit_1.wav
"	12	male	12.773	16000	vnd.wave	bem	bem
12593_4	01	4971205276.jpg	"12593_4_01_211103-015412_bem_dcc_elicit_2.wav
"	11	male	13.181	16000	vnd.wave	bem	bem
12594_0	01	149231190.jpg	"12594_0_01_211103-015640_bem_dcc_elicit_0.wav
"	11	male	14.86	16000	vnd.wave	bem	bem
12594_1	02	149231190.jpg	"12594_1_02_211103-015605_bem_142_elicit_0.wav
"	12	male	12.024	16000	vnd.wave	bem	bem
12594_2	01	149231190.jpg	"12594_2_01_211103-015640_bem_dcc_elicit_1.wav
"	11	male	11.026	16000	vnd.wave	bem	bem
12594_3	02	149231190.jpg	"12594_3_02_211103-015605_bem_142_elicit_1.wav
"	12	male	10.776	16000	vnd.wave	bem	bem
12594_4	01	149231190.jpg	"12594_4_01_211103-015640_bem_dcc_elicit_2.wav
"	11	male	11.661	16000	vnd.wave	bem	bem
12595_0	01	3886962927.jpg	"12595_0_01_211103-015916_bem_dcc_elicit_0.wav
"	11	male	15.858	16000	vnd.wave	bem	bem
12595_1	02	3886962927.jpg	"12595_1_02_211103-015855_bem_142_elicit_0.wav
"	12	male	10.141	16000	vnd.wave	bem	bem
12595_2	01	3886962927.jpg	"12595_2_01_211103-015916_bem_dcc_elicit_1.wav
"	11	male	11.774	16000	vnd.wave	bem	bem
12595_3	02	3886962927.jpg	"12595_3_02_211103-015855_bem_142_elicit_1.wav
"	12	male	7.986	16000	vnd.wave	bem	bem
12595_4	01	3886962927.jpg	"12595_4_01_211103-015916_bem_dcc_elicit_2.wav
"	11	male	11.321	16000	vnd.wave	bem	bem
12596_0	01	4070658400.jpg	"12596_0_01_211103-020134_bem_dcc_elicit_0.wav
"	11	male	13.862	16000	vnd.wave	bem	bem
12596_1	02	4070658400.jpg	"12596_1_02_211103-020135_bem_142_elicit_0.wav
"	12	male	12.183	16000	vnd.wave	bem	bem
12596_2	01	4070658400.jpg	"12596_2_01_211103-020134_bem_dcc_elicit_1.wav
"	11	male	9.46	16000	vnd.wave	bem	bem
12596_3	02	4070658400.jpg	"12596_3_02_211103-020135_bem_142_elicit_1.wav
"	12	male	10.39	16000	vnd.wave	bem	bem
12596_4	01	4070658400.jpg	"12596_4_01_211103-020134_bem_dcc_elicit_2.wav
"	11	male	14.814	16000	vnd.wave	bem	bem
12597_0	01	5823026973.jpg	"12597_0_01_211103-020355_bem_dcc_elicit_0.wav
"	11	male	13.975	16000	vnd.wave	bem	bem
12597_1	02	5823026973.jpg	"12597_1_02_211103-020356_bem_142_elicit_0.wav
"	12	male	10.753	16000	vnd.wave	bem	bem
12597_2	01	5823026973.jpg	"12597_2_01_211103-020355_bem_dcc_elicit_1.wav
"	11	male	11.366	16000	vnd.wave	bem	bem
12597_3	02	5823026973.jpg	"12597_3_02_211103-020356_bem_142_elicit_1.wav
"	12	male	11.343	16000	vnd.wave	bem	bem
12597_4	01	5823026973.jpg	"12597_4_01_211103-020355_bem_dcc_elicit_2.wav
"	11	male	13.294	16000	vnd.wave	bem	bem
12598_0	01	2232518012.jpg	"12598_0_01_211103-020603_bem_dcc_elicit_0.wav
"	11	male	11.094	16000	vnd.wave	bem	bem
12598_1	02	2232518012.jpg	"12598_1_02_211103-020628_bem_142_elicit_0.wav
"	12	male	8.734	16000	vnd.wave	bem	bem
12598_2	01	2232518012.jpg	"12598_2_01_211103-020603_bem_dcc_elicit_1.wav
"	11	male	9.052	16000	vnd.wave	bem	bem
12598_3	02	2232518012.jpg	"12598_3_02_211103-020628_bem_142_elicit_1.wav
"	12	male	10.617	16000	vnd.wave	bem	bem
12598_4	01	2232518012.jpg	"12598_4_01_211103-020603_bem_dcc_elicit_2.wav
"	11	male	11.616	16000	vnd.wave	bem	bem
12599_0	01	428093901.jpg	"12599_0_01_211103-020823_bem_dcc_elicit_0.wav
"	11	male	9.256	16000	vnd.wave	bem	bem
12599_1	02	428093901.jpg	"12599_1_02_211103-020802_bem_142_elicit_0.wav
"	12	male	9.664	16000	vnd.wave	bem	bem
12599_2	01	428093901.jpg	"12599_2_01_211103-020823_bem_dcc_elicit_1.wav
"	11	male	12.478	16000	vnd.wave	bem	bem
12599_3	02	428093901.jpg	"12599_3_02_211103-020802_bem_142_elicit_1.wav
"	12	male	13.226	16000	vnd.wave	bem	bem
12599_4	01	428093901.jpg	"12599_4_01_211103-020823_bem_dcc_elicit_2.wav
"	11	male	11.57	16000	vnd.wave	bem	bem
125_0	01	49320620.jpg	"125_0_01_210927-164231_bem_dcc_elicit_0.wav
"	11	male	10.164	16000	vnd.wave	bem	bem
125_1	02	49320620.jpg	"125_1_02_210927-164210_bem_9d4_elicit_0.wav
"	12	female	4.151	16000	vnd.wave	bem	bem
125_2	01	49320620.jpg	"125_2_01_210927-164231_bem_dcc_elicit_1.wav
"	11	male	8.757	16000	vnd.wave	bem	bem
125_3	02	49320620.jpg	"125_3_02_210927-164210_bem_9d4_elicit_1.wav
"	12	female	8.553	16000	vnd.wave	bem	bem
125_4	01	49320620.jpg	"125_4_01_210927-164231_bem_dcc_elicit_2.wav
"	11	male	10.481	16000	vnd.wave	bem	bem
12600_0	01	3472449219.jpg	"12600_0_01_211103-021100_bem_dcc_elicit_0.wav
"	11	male	10.005	16000	vnd.wave	bem	bem
12600_1	02	3472449219.jpg	"12600_1_02_211103-021431_bem_142_elicit_0.wav
"	12	male	7.759	16000	vnd.wave	bem	bem
12600_2	01	3472449219.jpg	"12600_2_01_211103-021100_bem_dcc_elicit_1.wav
"	11	male	11.842	16000	vnd.wave	bem	bem
12600_3	02	3472449219.jpg	"12600_3_02_211103-021431_bem_142_elicit_1.wav
"	12	male	11.82	16000	vnd.wave	bem	bem
12600_4	01	3472449219.jpg	"12600_4_01_211103-021100_bem_dcc_elicit_2.wav
"	11	male	12.183	16000	vnd.wave	bem	bem
12601_0	01	3455757720.jpg	"12601_0_01_211103-021504_bem_dcc_elicit_0.wav
"	11	male	12.001	16000	vnd.wave	bem	bem
12601_1	02	3455757720.jpg	"12601_1_02_211103-021935_bem_142_elicit_0.wav
"	12	male	10.64	16000	vnd.wave	bem	bem
12601_2	01	3455757720.jpg	"12601_2_01_211103-021504_bem_dcc_elicit_1.wav
"	11	male	11.729	16000	vnd.wave	bem	bem
12601_3	02	3455757720.jpg	"12601_3_02_211103-021935_bem_142_elicit_1.wav
"	12	male	8.848	16000	vnd.wave	bem	bem
12601_4	01	3455757720.jpg	"12601_4_01_211103-021504_bem_dcc_elicit_2.wav
"	11	male	14.792	16000	vnd.wave	bem	bem
12602_0	01	2723220367.jpg	"12602_0_01_211103-021936_bem_dcc_elicit_0.wav
"	11	male	12.047	16000	vnd.wave	bem	bem
12602_1	02	2723220367.jpg	"12602_1_02_211103-022215_bem_142_elicit_0.wav
"	12	male	10.413	16000	vnd.wave	bem	bem
12602_2	01	2723220367.jpg	"12602_2_01_211103-021936_bem_dcc_elicit_1.wav
"	11	male	12.228	16000	vnd.wave	bem	bem
12602_3	02	2723220367.jpg	"12602_3_02_211103-022215_bem_142_elicit_1.wav
"	12	male	8.53	16000	vnd.wave	bem	bem
12602_4	01	2723220367.jpg	"12602_4_01_211103-021936_bem_dcc_elicit_2.wav
"	11	male	14.293	16000	vnd.wave	bem	bem
12603_0	01	6545162935.jpg	"12603_0_01_211103-022448_bem_dcc_elicit_0.wav
"	11	male	13.816	16000	vnd.wave	bem	bem
12603_1	02	6545162935.jpg	"12603_1_02_211103-022337_bem_142_elicit_0.wav
"	12	male	9.279	16000	vnd.wave	bem	bem
12603_2	01	6545162935.jpg	"12603_2_01_211103-022448_bem_dcc_elicit_1.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
12603_3	02	6545162935.jpg	"12603_3_02_211103-022337_bem_142_elicit_1.wav
"	12	male	10.277	16000	vnd.wave	bem	bem
12603_4	01	6545162935.jpg	"12603_4_01_211103-022448_bem_dcc_elicit_2.wav
"	11	male	13.022	16000	vnd.wave	bem	bem
12604_0	01	1289951084.jpg	"12604_0_01_211103-022631_bem_dcc_elicit_0.wav
"	11	male	12.727	16000	vnd.wave	bem	bem
12604_1	02	1289951084.jpg	"12604_1_02_211103-022620_bem_142_elicit_0.wav
"	12	male	12.205	16000	vnd.wave	bem	bem
12604_2	01	1289951084.jpg	"12604_2_01_211103-022631_bem_dcc_elicit_1.wav
"	11	male	13.022	16000	vnd.wave	bem	bem
12604_3	02	1289951084.jpg	"12604_3_02_211103-022620_bem_142_elicit_1.wav
"	12	male	9.71	16000	vnd.wave	bem	bem
12604_4	01	1289951084.jpg	"12604_4_01_211103-022631_bem_dcc_elicit_2.wav
"	11	male	12.251	16000	vnd.wave	bem	bem
12605_0	01	2298946012.jpg	"12605_0_01_211103-022836_bem_dcc_elicit_0.wav
"	11	male	10.98	16000	vnd.wave	bem	bem
12605_1	02	2298946012.jpg	"12605_1_02_211103-022818_bem_142_elicit_0.wav
"	12	male	9.528	16000	vnd.wave	bem	bem
12605_2	01	2298946012.jpg	"12605_2_01_211103-022836_bem_dcc_elicit_1.wav
"	11	male	13.975	16000	vnd.wave	bem	bem
12605_3	02	2298946012.jpg	"12605_3_02_211103-022818_bem_142_elicit_1.wav
"	12	male	11.774	16000	vnd.wave	bem	bem
12605_4	01	2298946012.jpg	"12605_4_01_211103-022836_bem_dcc_elicit_2.wav
"	11	male	12.523	16000	vnd.wave	bem	bem
12606_0	01	224657109.jpg	"12606_0_01_211103-023105_bem_dcc_elicit_0.wav
"	11	male	10.98	16000	vnd.wave	bem	bem
12606_1	02	224657109.jpg	"12606_1_02_211103-023051_bem_142_elicit_0.wav
"	12	male	8.689	16000	vnd.wave	bem	bem
12606_2	01	224657109.jpg	"12606_2_01_211103-023105_bem_dcc_elicit_1.wav
"	11	male	13.794	16000	vnd.wave	bem	bem
12606_3	02	224657109.jpg	"12606_3_02_211103-023051_bem_142_elicit_1.wav
"	12	male	11.071	16000	vnd.wave	bem	bem
12606_4	01	224657109.jpg	"12606_4_01_211103-023105_bem_dcc_elicit_2.wav
"	11	male	13.862	16000	vnd.wave	bem	bem
12607_0	01	3148690039.jpg	"12607_0_01_211103-023329_bem_dcc_elicit_0.wav
"	11	male	11.661	16000	vnd.wave	bem	bem
12607_1	02	3148690039.jpg	"12607_1_02_211103-023307_bem_142_elicit_0.wav
"	12	male	11.003	16000	vnd.wave	bem	bem
12607_2	01	3148690039.jpg	"12607_2_01_211103-023329_bem_dcc_elicit_1.wav
"	11	male	12.909	16000	vnd.wave	bem	bem
12607_3	02	3148690039.jpg	"12607_3_02_211103-023307_bem_142_elicit_1.wav
"	12	male	10.844	16000	vnd.wave	bem	bem
12607_4	01	3148690039.jpg	"12607_4_01_211103-023329_bem_dcc_elicit_2.wav
"	11	male	13.771	16000	vnd.wave	bem	bem
12608_0	01	137431037.jpg	"12608_0_01_211103-023530_bem_dcc_elicit_0.wav
"	11	male	11.026	16000	vnd.wave	bem	bem
12608_1	02	137431037.jpg	"12608_1_02_211103-023511_bem_142_elicit_0.wav
"	12	male	10.095	16000	vnd.wave	bem	bem
12608_2	01	137431037.jpg	"12608_2_01_211103-023530_bem_dcc_elicit_1.wav
"	11	male	11.706	16000	vnd.wave	bem	bem
12608_3	02	137431037.jpg	"12608_3_02_211103-023511_bem_142_elicit_1.wav
"	12	male	10.322	16000	vnd.wave	bem	bem
12608_4	01	137431037.jpg	"12608_4_01_211103-023530_bem_dcc_elicit_2.wav
"	11	male	13.158	16000	vnd.wave	bem	bem
12609_0	01	524105255.jpg	"12609_0_01_211103-023754_bem_dcc_elicit_0.wav
"	11	male	14.315	16000	vnd.wave	bem	bem
12609_1	02	524105255.jpg	"12609_1_02_211103-024150_bem_142_elicit_0.wav
"	12	male	11.184	16000	vnd.wave	bem	bem
12609_2	01	524105255.jpg	"12609_2_01_211103-023754_bem_dcc_elicit_1.wav
"	11	male	14.701	16000	vnd.wave	bem	bem
12609_3	02	524105255.jpg	"12609_3_02_211103-024150_bem_142_elicit_1.wav
"	12	male	10.322	16000	vnd.wave	bem	bem
12609_4	01	524105255.jpg	"12609_4_01_211103-023754_bem_dcc_elicit_2.wav
"	11	male	12.319	16000	vnd.wave	bem	bem
12610_0	01	2589728235.jpg	"12610_0_01_211103-024326_bem_dcc_elicit_0.wav
"	11	male	10.458	16000	vnd.wave	bem	bem
12610_1	02	2589728235.jpg	"12610_1_02_211103-024311_bem_142_elicit_0.wav
"	12	male	7.781	16000	vnd.wave	bem	bem
12610_2	01	2589728235.jpg	"12610_2_01_211103-024326_bem_dcc_elicit_1.wav
"	11	male	12.909	16000	vnd.wave	bem	bem
12610_3	02	2589728235.jpg	"12610_3_02_211103-024311_bem_142_elicit_1.wav
"	12	male	11.638	16000	vnd.wave	bem	bem
12610_4	01	2589728235.jpg	"12610_4_01_211103-024326_bem_dcc_elicit_2.wav
"	11	male	9.937	16000	vnd.wave	bem	bem
12611_0	01	2965734920.jpg	"12611_0_01_211103-024507_bem_dcc_elicit_0.wav
"	11	male	15.223	16000	vnd.wave	bem	bem
12611_1	02	2965734920.jpg	"12611_1_02_211103-024500_bem_142_elicit_0.wav
"	12	male	9.256	16000	vnd.wave	bem	bem
12611_2	01	2965734920.jpg	"12611_2_01_211103-024507_bem_dcc_elicit_1.wav
"	11	male	12.296	16000	vnd.wave	bem	bem
12611_3	02	2965734920.jpg	"12611_3_02_211103-024500_bem_142_elicit_1.wav
"	12	male	10.708	16000	vnd.wave	bem	bem
12611_4	01	2965734920.jpg	"12611_4_01_211103-024507_bem_dcc_elicit_2.wav
"	11	male	12.954	16000	vnd.wave	bem	bem
12612_0	01	501736361.jpg	"12612_0_01_211103-024723_bem_dcc_elicit_0.wav
"	11	male	12.682	16000	vnd.wave	bem	bem
12612_1	02	501736361.jpg	"12612_1_02_211103-024714_bem_142_elicit_0.wav
"	12	male	12.047	16000	vnd.wave	bem	bem
12612_2	01	501736361.jpg	"12612_2_01_211103-024723_bem_dcc_elicit_1.wav
"	11	male	14.157	16000	vnd.wave	bem	bem
12612_3	02	501736361.jpg	"12612_3_02_211103-024714_bem_142_elicit_1.wav
"	12	male	7.872	16000	vnd.wave	bem	bem
12612_4	01	501736361.jpg	"12612_4_01_211103-024723_bem_dcc_elicit_2.wav
"	11	male	13.862	16000	vnd.wave	bem	bem
12613_0	01	2870875612.jpg	"12613_0_01_211103-024926_bem_dcc_elicit_0.wav
"	11	male	12.342	16000	vnd.wave	bem	bem
12613_1	02	2870875612.jpg	"12613_1_02_211103-024910_bem_142_elicit_0.wav
"	12	male	11.91	16000	vnd.wave	bem	bem
12613_2	01	2870875612.jpg	"12613_2_01_211103-024926_bem_dcc_elicit_1.wav
"	11	male	10.821	16000	vnd.wave	bem	bem
12613_3	02	2870875612.jpg	"12613_3_02_211103-024910_bem_142_elicit_1.wav
"	12	male	9.687	16000	vnd.wave	bem	bem
12613_4	01	2870875612.jpg	"12613_4_01_211103-024926_bem_dcc_elicit_2.wav
"	11	male	10.345	16000	vnd.wave	bem	bem
12614_0	01	4623878062.jpg	"12614_0_01_211103-025147_bem_dcc_elicit_0.wav
"	11	male	11.298	16000	vnd.wave	bem	bem
12614_1	02	4623878062.jpg	"12614_1_02_211103-025140_bem_142_elicit_0.wav
"	12	male	9.46	16000	vnd.wave	bem	bem
12614_2	01	4623878062.jpg	"12614_2_01_211103-025147_bem_dcc_elicit_1.wav
"	11	male	11.253	16000	vnd.wave	bem	bem
12614_3	02	4623878062.jpg	"12614_3_02_211103-025140_bem_142_elicit_1.wav
"	12	male	8.893	16000	vnd.wave	bem	bem
12614_4	01	4623878062.jpg	"12614_4_01_211103-025147_bem_dcc_elicit_2.wav
"	11	male	9.642	16000	vnd.wave	bem	bem
12615_0	01	2463403123.jpg	"12615_0_01_211103-025327_bem_dcc_elicit_0.wav
"	11	male	11.411	16000	vnd.wave	bem	bem
12615_1	02	2463403123.jpg	"12615_1_02_211103-025317_bem_142_elicit_0.wav
"	12	male	10.095	16000	vnd.wave	bem	bem
12615_2	01	2463403123.jpg	"12615_2_01_211103-025327_bem_dcc_elicit_1.wav
"	11	male	13.158	16000	vnd.wave	bem	bem
12615_3	02	2463403123.jpg	"12615_3_02_211103-025317_bem_142_elicit_1.wav
"	12	male	10.89	16000	vnd.wave	bem	bem
12615_4	01	2463403123.jpg	"12615_4_01_211103-025327_bem_dcc_elicit_2.wav
"	11	male	10.958	16000	vnd.wave	bem	bem
12616_0	01	2115721452.jpg	"12616_0_01_211103-025531_bem_dcc_elicit_0.wav
"	11	male	13.476	16000	vnd.wave	bem	bem
12616_1	02	2115721452.jpg	"12616_1_02_211103-025543_bem_142_elicit_0.wav
"	12	male	11.003	16000	vnd.wave	bem	bem
12616_2	01	2115721452.jpg	"12616_2_01_211103-025531_bem_dcc_elicit_1.wav
"	11	male	11.888	16000	vnd.wave	bem	bem
12616_3	02	2115721452.jpg	"12616_3_02_211103-025543_bem_142_elicit_1.wav
"	12	male	8.825	16000	vnd.wave	bem	bem
12616_4	01	2115721452.jpg	"12616_4_01_211103-025531_bem_dcc_elicit_2.wav
"	11	male	13.158	16000	vnd.wave	bem	bem
12617_0	01	698947790.jpg	"12617_0_01_211103-025746_bem_dcc_elicit_0.wav
"	11	male	10.753	16000	vnd.wave	bem	bem
12617_1	02	698947790.jpg	"12617_1_02_211103-030116_bem_142_elicit_0.wav
"	12	male	12.568	16000	vnd.wave	bem	bem
12617_2	01	698947790.jpg	"12617_2_01_211103-025746_bem_dcc_elicit_1.wav
"	11	male	13.181	16000	vnd.wave	bem	bem
12617_3	02	698947790.jpg	"12617_3_02_211103-030116_bem_142_elicit_1.wav
"	12	male	9.233	16000	vnd.wave	bem	bem
12617_4	01	698947790.jpg	"12617_4_01_211103-025746_bem_dcc_elicit_2.wav
"	11	male	12.523	16000	vnd.wave	bem	bem
12618_0	01	6225843702.jpg	"12618_0_01_211103-030021_bem_dcc_elicit_0.wav
"	11	male	11.139	16000	vnd.wave	bem	bem
12618_1	02	6225843702.jpg	"12618_1_02_211103-030216_bem_142_elicit_0.wav
"	12	male	8.235	16000	vnd.wave	bem	bem
12618_2	01	6225843702.jpg	"12618_2_01_211103-030021_bem_dcc_elicit_1.wav
"	11	male	12.841	16000	vnd.wave	bem	bem
12618_3	02	6225843702.jpg	"12618_3_02_211103-030216_bem_142_elicit_1.wav
"	12	male	10.095	16000	vnd.wave	bem	bem
12618_4	01	6225843702.jpg	"12618_4_01_211103-030021_bem_dcc_elicit_2.wav
"	11	male	12.342	16000	vnd.wave	bem	bem
12619_0	01	2097650932.jpg	"12619_0_01_211103-030418_bem_dcc_elicit_0.wav
"	11	male	9.006	16000	vnd.wave	bem	bem
12619_1	02	2097650932.jpg	"12619_1_02_211103-030333_bem_142_elicit_0.wav
"	12	male	8.326	16000	vnd.wave	bem	bem
12619_2	01	2097650932.jpg	"12619_2_01_211103-030418_bem_dcc_elicit_1.wav
"	11	male	10.844	16000	vnd.wave	bem	bem
12619_3	02	2097650932.jpg	"12619_3_02_211103-030333_bem_142_elicit_1.wav
"	12	male	9.619	16000	vnd.wave	bem	bem
12619_4	01	2097650932.jpg	"12619_4_01_211103-030418_bem_dcc_elicit_2.wav
"	11	male	10.05	16000	vnd.wave	bem	bem
12620_0	01	2520892855.jpg	"12620_0_01_211103-030631_bem_dcc_elicit_0.wav
"	11	male	8.984	16000	vnd.wave	bem	bem
12620_1	02	2520892855.jpg	"12620_1_02_211103-030614_bem_142_elicit_0.wav
"	12	male	10.617	16000	vnd.wave	bem	bem
12620_2	01	2520892855.jpg	"12620_2_01_211103-030631_bem_dcc_elicit_1.wav
"	11	male	11.547	16000	vnd.wave	bem	bem
12620_3	02	2520892855.jpg	"12620_3_02_211103-030614_bem_142_elicit_1.wav
"	12	male	9.937	16000	vnd.wave	bem	bem
12620_4	01	2520892855.jpg	"12620_4_01_211103-030631_bem_dcc_elicit_2.wav
"	11	male	9.301	16000	vnd.wave	bem	bem
12621_0	01	2612488996.jpg	"12621_0_01_211103-060153_bem_142_elicit_0.wav
"	11	male	10.368	16000	vnd.wave	bem	bem
12621_1	02	2612488996.jpg	"12621_1_02_211103-060016_bem_dcc_elicit_0.wav
"	12	male	12.251	16000	vnd.wave	bem	bem
12621_2	01	2612488996.jpg	"12621_2_01_211103-060153_bem_142_elicit_1.wav
"	11	male	12.024	16000	vnd.wave	bem	bem
12621_3	02	2612488996.jpg	"12621_3_02_211103-060016_bem_dcc_elicit_1.wav
"	12	male	14.61	16000	vnd.wave	bem	bem
12621_4	01	2612488996.jpg	"12621_4_01_211103-060153_bem_142_elicit_2.wav
"	11	male	11.729	16000	vnd.wave	bem	bem
12622_0	01	132421833.jpg	"12622_0_01_211103-060523_bem_142_elicit_0.wav
"	11	male	12.546	16000	vnd.wave	bem	bem
12622_1	02	132421833.jpg	"12622_1_02_211103-060422_bem_dcc_elicit_0.wav
"	12	male	11.116	16000	vnd.wave	bem	bem
12622_2	01	132421833.jpg	"12622_2_01_211103-060523_bem_142_elicit_1.wav
"	11	male	13.226	16000	vnd.wave	bem	bem
12622_3	02	132421833.jpg	"12622_3_02_211103-060422_bem_dcc_elicit_1.wav
"	12	male	11.706	16000	vnd.wave	bem	bem
12622_4	01	132421833.jpg	"12622_4_01_211103-060523_bem_142_elicit_2.wav
"	11	male	10.027	16000	vnd.wave	bem	bem
12623_0	01	4567003374.jpg	"12623_0_01_211103-060920_bem_142_elicit_0.wav
"	11	male	10.05	16000	vnd.wave	bem	bem
12623_1	02	4567003374.jpg	"12623_1_02_211103-060845_bem_dcc_elicit_0.wav
"	12	male	13.816	16000	vnd.wave	bem	bem
12623_2	01	4567003374.jpg	"12623_2_01_211103-060920_bem_142_elicit_1.wav
"	11	male	12.137	16000	vnd.wave	bem	bem
12623_3	02	4567003374.jpg	"12623_3_02_211103-060845_bem_dcc_elicit_1.wav
"	12	male	12.273	16000	vnd.wave	bem	bem
12623_4	01	4567003374.jpg	"12623_4_01_211103-060920_bem_142_elicit_2.wav
"	11	male	9.914	16000	vnd.wave	bem	bem
12624_0	01	3541107918.jpg	"12624_0_01_211103-061231_bem_142_elicit_0.wav
"	11	male	13.657	16000	vnd.wave	bem	bem
12624_1	02	3541107918.jpg	"12624_1_02_211103-061141_bem_dcc_elicit_0.wav
"	12	male	11.956	16000	vnd.wave	bem	bem
12624_2	01	3541107918.jpg	"12624_2_01_211103-061231_bem_142_elicit_1.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
12624_3	02	3541107918.jpg	"12624_3_02_211103-061141_bem_dcc_elicit_1.wav
"	12	male	13.317	16000	vnd.wave	bem	bem
12624_4	01	3541107918.jpg	"12624_4_01_211103-061231_bem_142_elicit_2.wav
"	11	male	10.663	16000	vnd.wave	bem	bem
12625_0	01	529453295.jpg	"12625_0_01_211103-061833_bem_142_elicit_0.wav
"	11	male	11.525	16000	vnd.wave	bem	bem
12625_1	02	529453295.jpg	"12625_1_02_211103-061525_bem_dcc_elicit_0.wav
"	12	male	14.451	16000	vnd.wave	bem	bem
12625_2	01	529453295.jpg	"12625_2_01_211103-061833_bem_142_elicit_1.wav
"	11	male	11.729	16000	vnd.wave	bem	bem
12625_3	02	529453295.jpg	"12625_3_02_211103-061525_bem_dcc_elicit_1.wav
"	12	male	10.617	16000	vnd.wave	bem	bem
12625_4	01	529453295.jpg	"12625_4_01_211103-061833_bem_142_elicit_2.wav
"	11	male	9.006	16000	vnd.wave	bem	bem
12626_0	01	4975224628.jpg	"12626_0_01_211103-062425_bem_142_elicit_0.wav
"	11	male	10.685	16000	vnd.wave	bem	bem
12626_1	02	4975224628.jpg	"12626_1_02_211103-061743_bem_dcc_elicit_0.wav
"	12	male	13.725	16000	vnd.wave	bem	bem
12626_2	01	4975224628.jpg	"12626_2_01_211103-062425_bem_142_elicit_1.wav
"	11	male	11.774	16000	vnd.wave	bem	bem
12626_3	02	4975224628.jpg	"12626_3_02_211103-061743_bem_dcc_elicit_1.wav
"	12	male	13.34	16000	vnd.wave	bem	bem
12626_4	01	4975224628.jpg	"12626_4_01_211103-062425_bem_142_elicit_2.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
12627_0	01	3520869880.jpg	"12627_0_01_211103-062600_bem_142_elicit_0.wav
"	11	male	14.225	16000	vnd.wave	bem	bem
12627_1	02	3520869880.jpg	"12627_1_02_211103-062958_bem_dcc_elicit_0.wav
"	12	male	14.361	16000	vnd.wave	bem	bem
12627_2	01	3520869880.jpg	"12627_2_01_211103-062600_bem_142_elicit_1.wav
"	11	male	13.567	16000	vnd.wave	bem	bem
12627_3	02	3520869880.jpg	"12627_3_02_211103-062958_bem_dcc_elicit_1.wav
"	12	male	17.333	16000	vnd.wave	bem	bem
12627_4	01	3520869880.jpg	"12627_4_01_211103-062600_bem_142_elicit_2.wav
"	11	male	8.938	16000	vnd.wave	bem	bem
12628_0	01	3263215700.jpg	"12628_0_01_211103-063240_bem_142_elicit_0.wav
"	11	male	11.184	16000	vnd.wave	bem	bem
