image,image_id,speaker_id,gender,duration,sample_rate,audio_format,recording_lang,native_lang,bem_transcription,eng_translation
12349_4,256278251.jpg,11,male,13.907,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING
12350_0,4616293960.jpg,11,male,14.52,16000,vnd.wave,bem,bem,Ici icikope ciletulangilila ku ncende kumo atemwa kwituka ilikalamba sana ilyo bapanga bwino kabili ilisuma icine cine kabili kwalibako na fimo fimo. Bushe naufimona kabili ni finshi?,The picture is showing a big nice store and there other things around it. Have you seen and what is it?
12350_1,4616293960.jpg,12,male,15.518,16000,vnd.wave,bem,bem,"Nimbona umu bashitishamo fye ifisabo fyeka fyeka pantu muli ifisabo ifyapusana pusana, muli ba cunga muli ama apple elyo mwaba na fimbi.","I have seen, there is a store where they sell diifrents fruits they are oranges, apples and other fruits."
12350_2,4616293960.jpg,11,male,13.181,16000,vnd.wave,bem,bem,Cishinka sana balashitishamo ifisabo ifyaleka lekana kabili nafimbi tekuti tumone ,Thats true they sell fruits and other things we can't see.
12350_3,4616293960.jpg,12,male,12.863,16000,vnd.wave,bem,bem,"Nimbona, ala balitemwa iyi incende, nabafula icine cine elyo ici icikuulwa cikulu kabili balicikula bwino emulandu wine bacitemenwa.","I have seen they really love this store many have come to buy, and this is a big nice store."
12350_4,4616293960.jpg,11,male,15.064,16000,vnd.wave,bem,bem,"Cishinka sana, eko abantu abengi baya mukushita ifyo balefwaya ifyakulya, icungulo, akasuba elyo nolucelo elyo nafimbi fye, kabili ili etuuka ilikalamba ilyaba kwi tauni ili.","Thats true, thats where many people go to do the shopping in diffrents times and this is the biggest store in town."
12351_0,7589467042.jpg,11,male,11.026,16000,vnd.wave,bem,bem,"Ici icikope cilelangilila kuncende kumo uko bateyela icangalo kabili kuli abantu abengi sana abashile mukutamba kaili nabaleteya, bushe finshi balecita aba abantu?",the picture show a place where people go to play games and many have come to watch. what are these people doing?
12351_1,7589467042.jpg,12,male,9.301,16000,vnd.wave,bem,bem,Umu nimucibansa camupila elyo aba abaume baleteya umupila wakuminwe no umupila bakwete untu wakashika.,This is a basket ball pitch men are playing and they have a red ball.
12351_2,7589467042.jpg,11,male,11.184,16000,vnd.wave,bem,bem,"Cishinka sana baleteya umupila wakuminwe kabili uwakutanusha panshi kabili aba bantu balecimfyanya icine cine, nomba fyakufwala fyamusango nshi bafwele?","Thats true they are playing basket ball and they are on competition, what are they wearing?"
12351_3,7589467042.jpg,12,male,13.748,16000,vnd.wave,bem,bem,"Ee, aba nabafwala ifyakufwala ifyapusana pusana icilelangilila ukutila pali amabumba yabii ayalecimfyanya kabili kunuma yabo kuli na bantu abengi abeshille mukutamba lintu baleteya.",Yes they are puttion differents clothes meaning there are two teams competing and there are people watching. 
12351_4,7589467042.jpg,11,male,13.317,16000,vnd.wave,bem,bem,"Cishinka sana, bonse nabafwala ifyakufwala ifyapusana, kabili balecimfyanya icangalo cakutanusha umupila panshi umbi nakwata umupila muminwe wakwe elo umbi alikunuma alecinga umunankwe.","Thats true they are puttion diffrent jersy, they are playing basket ball while the other one is holding the ball and the other is defending."
12352_0,4903291011.jpg,11,male,14.474,16000,vnd.wave,bem,bem,"Pali ici icikope pali abantu babili, ekutila abacifyashi abanakashi abakalamba nabafwala amagalashi, elyo nomulumendo ena naikala pamupando washimbi kaili nalambala.","The picture shows two people, an elderly woman wearing glasses and a young man laying down on a metal seat."
12352_1,4903291011.jpg,12,male,12.069,16000,vnd.wave,bem,bem,Uyu umulumendo uulambalele petebulo alemoneka nanaka sana ici cilengele ukutila alaleko utulo panono panse fye.,This young man seems so tired that's why he decided to take a nap outside.
12352_2,4903291011.jpg,11,male,10.254,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12352_3,4903291011.jpg,12,male,14.724,16000,vnd.wave,bem,bem,"Utu utumipando twapangwa notushimbi utunoono kabili ututali tutali, ukubikako ne tebulo line lyalipangwa no tushimbi elyo twalikosa sana utu tushimbi.","The metal chairs are long, even the table is made of metal and they are both very strong."
12352_4,4903291011.jpg,11,male,13.612,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12353_0,4437911722.jpg,11,male,12.591,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12353_1,4437911722.jpg,12,male,11.616,16000,vnd.wave,bem,bem,Uyu umulumendo naima mumuulu sana elo nakwata akamawilo kantu alebomfya ukushelemukilako eko emine nako.,This young man is in the air with his skate board.
12353_2,4437911722.jpg,11,male,13.453,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12353_3,4437911722.jpg,12,male,11.253,16000,vnd.wave,bem,bem,"Nintemwa fintu afwele nafwala akasote, afwala ishati ilyakashika abikapo nolusapato ulupalene ne shati ulwakashika.","I'm impressed with the way he is dressed, he is wearing a hat, red shirt and shoes similar to his red shirt."
12353_4,4437911722.jpg,11,male,10.005,16000,vnd.wave,bem,bem,"Cishinka sana efyakufwala afwele, kabili alitemwa sana ukwangasha aka kantu kabili cipalile ukuti afumine apatali sana ecilengele ukuti eme umusango uyu.","Indeed that's how he is dressed and he loves skating, it seems he came from afar that's why he is in the air."
12354_0,183696864.jpg,11,male,12.342,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12354_1,183696864.jpg,12,male,14.633,16000,vnd.wave,bem,bem,Nimbona nasekela naumfwa bwino! Nomba cilepala kwali paliko kuntu aleya nakalimo kuti mwaba nimu motoka umo muntu akele.,"I have seen, it seems he is heading somewhere and is in the car right now."
12354_2,183696864.jpg,11,male,13.113,16000,vnd.wave,bem,bem,"Cishinka sana walanda, cipalile ukuti bali muli motoka beleendapo kumo, kabili napalaminako no muntu umbi uo balanshanya nankwe, ifyo balelanda nafimuseekesha bushe teifyo fine?","Yes, he is heading somewhere and is sited next to a person he is chatting with, whatever they are talking about is making him laugh is it not?"
12354_3,183696864.jpg,12,male,14.293,16000,vnd.wave,bem,bem,"Awe tefyo, cilepala kwati uyu alelanda fye no muntu umbi, pantu mona fye uyu umulumendo afwele ifyafiita aloleshe kumbi taposeleko namano.","No, that's not it, he is just talking to someone else because the man one in black is facing the other way and giving him no attention."
12354_4,183696864.jpg,11,male,13.862,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12355_0,4514304589.jpg,11,male,11.321,16000,vnd.wave,bem,bem,"Pali ici ickope paletulangilila abantu abengi sana ekutila abacikalamba, abacaice, nabalumendo elyo na bantu fye bushe teifyo?","This picture shows lots of people, elderly ones, young ones teenagers and other people is it not so?"
12355_1,4514304589.jpg,12,male,15.359,16000,vnd.wave,bem,bem,"Ee, nifyo fine naulungika, elyo kuli nashitata uufwele ishati umupitile utwafiita utumilaini elyo notwabuuta afwala nakaputula iyamakumbi makumbi.","Yes you are right, there's also a man dressed in a black and white striped shirt with blue shorts."
12355_2,4514304589.jpg,11,male,14.701,16000,vnd.wave,bem,bem,"Cishinka sana efyo afwele uyu shitata, kabili umbi umukashana afwele ifyafiita kabili nabikako namagalashi mumutwe yakwe, elyo aba babili nabeminina kabili bacipalile ukuti mwana elyo nomufyashi, bushe teifyo fine?","Yes, that's how he is dressed, then there's a lady in black with glasses in her hair while they are two others standing that seem like a mother and her child, doesn't it?"
12355_3,4514304589.jpg,12,male,15.087,16000,vnd.wave,bem,bem,"Cishinka, elyo uyu uufwele akatoloshi akafiitulukila ne mishishi ishitali, nafwala namagalshi alemoneka kwati enyina lelo alemoneka kwati tamwenesha.","That's true, the one in a brown trousers with long hair and wearing glasses should be the mother though she seems to have sight problems."
12355_4,4514304589.jpg,11,male,10.663,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12356_0,2906759254.jpg,11,male,13.748,16000,vnd.wave,bem,bem,"Ici icikope cilemoneka bwino sana, kabili ne ncende yakaena ilemoneka bwino, kabili balikupanga bwino kabili balibyalako nefimuti ifisuma, bushe naumona incende ubusuma?","This picture looks nice because the place on it is very nice, well built with beautiful trees, have you seen how beautiful this place is?"
12356_1,2906759254.jpg,12,male,14.043,16000,vnd.wave,bem,bem,"Ala iyi incende isuma sana baliikula bwino elyo balibyalapo notumaluba utumoneka bwino, balikuula napakwikala nga cakutila umuntu alefwaya ukutusha.",This place is well built with beautiful planted flowers and has a place where people can rest whenever they are tired.
12356_2,2906759254.jpg,11,male,12.546,16000,vnd.wave,bem,bem,Cishinka sana balikupanga bwino kabili napakwikala abantu balipanga bwino kabili umwakwikala abantu balibyalamo na amaluba ayasuma kabili ayalelema . Bushe naumona uyo umulumendo uwiminine?,"Indeed that's right, infact that part meant for people to sit has been beautified with flowers. Have you seen the young man standing?"
12356_3,2906759254.jpg,12,male,14.043,16000,vnd.wave,bem,bem,Nimbona elo uyu umulumendo alelengapo fimo pantu nakwata icipepepala pantu alelenga fimo nakuminwe yakwe nakwata ifyakulengeelako.,"Yes I have, he is drawing something, this is clear because he has a paper and some pencils in his hands."
12356_4,2906759254.jpg,11,male,14.157,16000,vnd.wave,bem,bem,Cishinka sana ala alishiba ukulenga kabili nafwala ne fyakufwala ifikulu icampepo icakashika elyo ne toloshi ilya makumbi makumbi kabili nabikako ne cisote icafita kabili aleumfwa ne nyimbo ilyo alelenga.,"He is a good artist and is wearing loose clothes, a red jersey, a blue trousers, a black hat and he is listening to some music while he paints."
12357_0,4559349547.jpg,11,male,12.069,16000,vnd.wave,bem,bem,Icikope cilelangilila abakashana babili bale-enda katwishi uko baleya kabili nafwala busaka busaka kabili nbakobekao fimo. bushe uletontonkanya fyakufwala fyamusango nshi bafwele?,"This picture shows two young ladies, I wonder why they heading so well dressed with bags. How are they dressed?"
12357_1,4559349547.jpg,12,male,13.907,16000,vnd.wave,bem,bem,Ndemona bafwele fye amatoloshi ayapalana aya makumbi makumbi lelo ifyakumulu fyena nafipusana umbi afwele ica fita elyo umbi afwele icabuta.,"They are wearing similar blue trousers with different tops, one is wearing a black one while the other a white one."
12357_2,4559349547.jpg,11,male,17.787,16000,vnd.wave,bem,bem,Cishinka sana walanda elyo na kabili nakobeka ifyola kabili na fwala ifisote umbi afwala ica fita umbi olo umbi afwele ica buta kabili umo bale-enda balimupanga bwino balibikamo amabwe ayasuma. Bushe finshi fimbi ulemona?,"That's right, they have hand bags, one is wearing a black hat while the other a  white one and are walking is a nice tarred road. What else can you see?"
12357_3,4559349547.jpg,12,male,13.68,16000,vnd.wave,bem,bem,Ifi ifikulwa balifikula bwino sana kabili fintu fyayemba elo balifisunga ubusaka pantu panshi tapalemonekapo ne fiko ifili fyonse,These are beautiful buildings that are well maintained and clean because there's no dirt on the ground.
12357_4,4559349547.jpg,11,male,13.226,16000,vnd.wave,bem,bem,Cishinka sana walanda filemoneka ifya yemba kabili kuntanshi kuli icikulwa icikalmba icantunti. Kabili mumusebo muli imyotoka icile-enda ala uku kuntu kusuma icne cine kabili balikuwamya,"Indeed they are beautiful and upfront is a storey building with vehicles on the road, this place is very nice and well kept."
12358_0,4703377742.jpg,11,male,8.19,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12358_1,4703377742.jpg,12,male,13.226,16000,vnd.wave,bem,bem,Ee nimbamona bengi sana elyo abengi nabakwata ifyakufwala ifyapalana amalangi yamo yene nakalimo bacilateya icangalo.,"Yes I have seen them, they are alot and are wearing the same colored clothes, they should be playing a game."
12358_2,4703377742.jpg,11,male,13.34,16000,vnd.wave,bem,bem,Cishinka sana nakalimo bacilateya icangalo kabili bambi nabekala mu mwanfuli uwakashika uo balembapo ifyebo kabili paliko nama ncinga. Bushe naushimona imyotoka?,"I should agree so, others are sited under a red umbrella with writings and a bicycle drawing on it. Have you seen the vehicles?"
12358_3,4703377742.jpg,12,male,14.383,16000,vnd.wave,bem,bem,Ni nshimona ishi imyotoka shibili shiwete ilangi limo line shilemoneka ishakashika elyo lubali lumbi kuli iikwete fye iya fita. ,Yes I have seen two red and black on one side of the cars.
12358_4,4703377742.jpg,11,male,12.41,16000,vnd.wave,bem,bem,Cishinka sana walanda paili imyotoka kabili ishapusana amalangi. Kaili paliko nama ncinga elyo kuli iyi ncende ku iyi incede kwali ifimuti ifingi ifyafunda kabili na mayanda ayashimoneka.,"Yes they are two cars with different colors, they are also bicycles and this place is full of trees that have bloomed and also houses that we can't see."
12359_0,136639119.jpg,11,male,9.596,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12359_1,136639119.jpg,12,male,11.184,16000,vnd.wave,bem,bem,Nimbona elyo uyu muntu cilepala kwati alefwaya ukufika pamulu waluko lelo pakunina alebomfya intambo intu aikakile.,"I have seen, it seems this person wants to get to it's top and is using ropes to get there."
12359_2,136639119.jpg,11,male,12.001,16000,vnd.wave,bem,bem,Cishinka sana walanda kumona fye ifyo alenina kabili intambo ilemwafwa ukutila engafika apo aleya kabili kunuma yakwe kuli ico akwete. Bushe naumona ifimuti?,"Yes that's true, you can tell from the way he is using the rope for support to reach the top and has something behind him. Have you seen the trees?"
12359_3,136639119.jpg,12,male,13.816,16000,vnd.wave,bem,bem,Nimfimona kwaliba ifimuti ifya titikana lelo tefikalamba utumisambo twafiko tunono amabula tayafunda na sana,"Yes I have, they have been planted close to each other though not so big or broad with few leaves and branches."
12359_4,136639119.jpg,11,male,10.436,16000,vnd.wave,bem,bem,Cishinka sana ala tunono kabili amabula yaiko yalilelema kabili yakatapa katapa ala iyi incende yafimuti icine cine.,"Yes that's true, though are green and beautiful, this place is full of trees."
12360_0,7817913726.jpg,11,male,11.366,16000,vnd.wave,bem,bem,"Wecikope ubusuma ee kabili uwalekopa aliposeleko sana amano umulu ifyo ulemoneka fye ulemoneka uusuma, bushe naumona ici?","What a beautiful picture! The person that took it gave it his all, I mean look at the sky, are you able to see?"
12360_1,7817913726.jpg,12,male,14.52,16000,vnd.wave,bem,bem,Nimbona elyo uku bakopele ni mpili ishingi kabili ishakwata ifimabwe ifikalamba elyo apa bakopele ni pamulu wa mpili.,"Yes I have, this shot was taken from the mountain top full of rocks."
12360_2,7817913726.jpg,11,male,12.705,16000,vnd.wave,bem,bem,Cishinka sana eko bakopele kwaba impili ishingi kabili ishikulu sana ala ishi impili shisuma ukumona fye ifyo shilemonaka. Bushe naumona uyo muntu uwiminine apa? ,"Yes that's right, it was captured from a place full of beautiful mountains , have you seen the one on the mountain?"
12360_3,7817913726.jpg,12,male,13.862,16000,vnd.wave,bem,bem,"Nimumona uyo muntu, uyu muntu cilepala kwati aciya fye mukwangala uku kuntu nangula mukulesha icitendwe, lelo naumona fintu afwele kabili nefyo alemoneka?","I have seen him, it seems he went to have fun or some rest, have you seen how he is dressed and looking?"
12360_4,7817913726.jpg,11,male,12.273,16000,vnd.wave,bem,bem,Nimbona fye ifyo afwele nafwala icakuicinga ku mutwe icampepo icakashika kabili napapa ne chola ica makumbi makumbi kabili nakwatako nacimo icilemwafwa ukwenda ica katapa katapa.,"I have, he is wearing a red helmet, carrying a blue bag and has something green supporting him as he walks."
12361_0,4078132452.jpg,11,male,12.727,16000,vnd.wave,bem,bem,Ici icikope cilangilila uwacilumendo uukwete imishishi ishipi kabili ishafita nakwata no mwemfu kabili nafwala necamaboko ayepi. Bushe nawishiba uku uko ali?,"This picture shows a young man with black short hair, has a beard and wearing a short sleeved shirt. Do you know where he is?"
12361_1,4078132452.jpg,12,male,12.478,16000,vnd.wave,bem,bem,Ee ninkwishiba kuntu ali ukuti ni pacisebele elyo alelisha ingoma cilepala kwati futi nikemba,"Yes, he is on a stage playing drums, it seems he is a musician."
12361_2,4078132452.jpg,11,male,13.703,16000,vnd.wave,bem,bem,"Cishinka sana ali pacisebele kabili nakwata ifyakulisha ifya pusana pusana kabili ne fyakwimbilako ala cine cine nikalisha wa filimba, bushe finshi fimbi ulemona?","Indeed he is and he has different instrument, undoubtedly be is a musician . What else can you see?"
12361_3,4078132452.jpg,12,male,14.542,16000,vnd.wave,bem,bem,Uyu umuntu nakwata icakulishako ingoma mu minwe yakwe nafwala amagalashi elyo pampumi nakwe alemoneka napapiba nakwata no mushishi wafita kabili uwipi.,"He has drum sticks in his hands, he is wearing glasses and his forehead has sweated a lot."
12361_4,4078132452.jpg,11,male,14.633,16000,vnd.wave,bem,bem,Cishinka sana walanda ala pambali yafilimba pali amabotolo yabili aya menshi kabili kumbali uku kumbi kuliko na fimbi ifyakulishishako ala cine cine ala uyo muntu ni kalisha wa filimba,"That's true, they are two water bottles beside the music instruments, they are other instruments on the side. Indeed this man is a musician."
12362_0,2737609659.jpg,11,male,11.684,16000,vnd.wave,bem,bem,Ici icikope ciletulangilila pali motoka iikalamba kabili iya mataila ayakulu kabili muli motoka muli na bantu bushe naumona uninnine pali motoka iyo?,"This picture shows a big car with huge tyres with some people in it, have you seen the person on top of the vehicle?"
12362_1,2737609659.jpg,12,male,14.179,16000,vnd.wave,bem,bem,Nimbona pamulu wa motoka pali umukashana elyo uyu umukashana naikala kucishimbi pakutila taponene nagula ukufulamuka nokuikontola umukoshi.,"Yes, it is a lady sited holding on to some rope so that she doesn't fall off and get her neck broken."
12362_2,2737609659.jpg,11,male,13.068,16000,vnd.wave,bem,bem,"Cishinka sana walanda aninine pamulu wa motoka kabili ule-ensha motoka wacaice, bushe naumona ulensha motoka uwacaice? ","Yes that's accurate, the one driving this vehicle is quite young, have you seen this young man?"
12362_3,2737609659.jpg,12,male,10.254,16000,vnd.wave,bem,bem,Nimbona uulensha alemoneka uwacaice elyo alemonekako fye nakamutwe akanono cilemoneka mwipi sana,"Yes I have, the one driving should be very young such that even his small head is barely showing."
12362_4,2737609659.jpg,11,male,14.043,16000,vnd.wave,bem,bem,Cishinka sana alemoneka fye umunono kabili abafyashi bakwe abaume bekalile kumbali balelosha panse kabili kuncende uko bale-endela kuli ifimuti ifisuma kabali ifyalelema.,"Yes he looks very young and his father is sited on the side facing outside, the place they are in is full of beautiful trees."
12363_0,863036078.jpg,11,male,13.907,16000,vnd.wave,bem,bem,Pali ici ickope pali abantu babili ekutila umuksahana no mulumendo kabili umulumendo nakwata icipepala ku minwe yakwe ale-enda. Bushe naumona umukashana ulemoneka apa?,On this picture is a young lady and a young man that's holding a picture in his hand. Have you seem the lady here?
12363_1,863036078.jpg,12,male,13.998,16000,vnd.wave,bem,bem,Uyu umuklashan alemoneka fye kwati nafita umubili onse nomulandu wakutila umo ale-endela ni muntelelwe elyo naikumbata lintu ale-enda.,Her entire body looks dark because she's walking under the shed and she looks worried.
12363_2,863036078.jpg,11,male,11.82,16000,vnd.wave,bem,bem,Cishinka sana walanda alemoneka fye uwamalangulushi kabili napeta namaboko yakwe nakontamina na panshi llyo ale-enda. Bushe finshi fimbi ulemona pali ici ickope?,Yes she does look worried and has folded her arms with her face down while she walks. What else are you seeing on the picture?
12363_3,863036078.jpg,12,male,13.022,16000,vnd.wave,bem,bem,Lubali lumbi ndemonako icikuulwa icitali sana elyo bali cicingilila ukubonfya amalata ayatali,I can see a very tall building on the other side that's fenced with metal.
12363_4,863036078.jpg,11,male,13.431,16000,vnd.wave,bem,bem,Cishinka sana walanda ici icikulwa bacipanga ukubomfya amalata ayatali sana kabili ayabutulukila kabili pesamba pali ifya maliti ifyakashika kabili pali nashimbi akatali.,"Yes, that's how it's fenced and they are so high and grey with some red electric cables and a long metal rod on the ground."
12364_0,3334300164.jpg,11,male,10.708,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12364_1,3334300164.jpg,12,male,14.202,16000,vnd.wave,bem,bem,Uyu umulumendo ekete kuntambo elyo iyi intambo ifumine mu muulu elyo alengala icangalo icakutantanla pa muulu wa menshi emulandu wine alemonekela ifi.,He is holding on to a rope hanging from the top while he plays a rock climbing game on top of water that's why he looks this way.
12364_2,3334300164.jpg,11,male,12.954,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12364_3,3334300164.jpg,12,male,14.361,16000,vnd.wave,bem,bem,Lulamaba lwa bemba kulemoneka amayanda kulemoneka ifikulwa ifipi elyo nefitali sana ifikulwa fya ntunti efifulileko.,"They are houses at the sea shore, short buildings and a number of storey buildings."
12364_4,3334300164.jpg,11,male,13.249,16000,vnd.wave,bem,bem,Cishinka sana bemba mukalamba baipangila ukwaba ifikulwa ifikalamba kabili ifyantunti kabili ifingi sana kabili uyu muntu alitemwa sana ukuteya ici cangalo,"That's true, this sea is built around a number of storey buildings and this man loves playing this game."
12365_0,4330613254.jpg,11,male,14.746,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12365_1,4330613254.jpg,12,male,13.884,16000,vnd.wave,bem,bem,Nimbona namwentula kabili nacensa lelo tacensele sana elo mu minwe yakwe nakwata utulemoneka kwati ni nkoto shibili utulemwafwa lintu al-enda.,I have noticed he has smiled a little and he has two walking sticks in his hands.
12365_2,4330613254.jpg,11,male,11.933,16000,vnd.wave,bem,bem,Cishinka sana walanda alemoneka uwamwentula kabili natonta amenso kuulekopa kabili nafwala icampepo ica kashika kabili netoloshi ilyabutulukila. Bushe uletontonkanya kuti ni kwisa uku bali?,"Yes that's right, he is so focused on the one taking the picture and he is wearing a red jersey and grey trousers. Where do you think they are?"
12365_3,4330613254.jpg,12,male,14.202,16000,vnd.wave,bem,bem,Uku bali ni kumpanga elyo kwalifula ifimuti ifingi kabili ifikalamba elyo iyi incende yalitalala ne mfula mabwe ilapona sana.,They are in a bush full of long trees and is very because of snow that falls.
12365_4,4330613254.jpg,11,male,14.451,16000,vnd.wave,bem,bem,Cishinka sana walanda kanshi cipalile ukuti bele mukwangala uku kwine ukwaciponena imfula mabwe kabili umu mwine emo benda kabili utu twine uto bekete ku minwe etubafwa pakuti beibila,That's true and they are here to have fun in the snow and that's why they have walking sticks to help them walk in snow.
12366_0,2961318294.jpg,11,male,10.549,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12366_1,2961318294.jpg,12,male,16.38,16000,vnd.wave,bem,bem,Pantu apa panse ni pama yanda fye kunuma yabo kulemoneka ifikulwa ifyapala amayanda  elyo ifibumba fyayako filemoneka ifya yemba kabili ifisuma sana kabili ifya busaka.,This is outside because they are buildings behind that look like beautiful houses and have very clean walls.
12366_2,2961318294.jpg,11,male,13.476,16000,vnd.wave,bem,bem,Cishinka sana ala ing'anda ilemoneka ilya yemba kabili isuma kabili iyo bakula bwino kabili panse paba na maluba ayasuma. Bushe uletontonkaya ukuti aba bantu finshi balecita?,This is indeed a beautiful and well built house with flowers outside . what are these people doing?
12366_3,2961318294.jpg,12,male,12.682,16000,vnd.wave,bem,bem,Aba bantu baleshimika fye ilyashi nabeka ilyo ilyashi baleshimika lilemoneka naliwama sana pantu bonse balemoneka abasekelela kabili naba mwentula.,These people are chatting and they seem to be lost in their story and they are all smiling.
12366_4,2961318294.jpg,11,male,14.951,16000,vnd.wave,bem,bem,Cishinka sana walanda pantu baleloleshanya ilyo balelanda kabili umo naposapo sana amano ilyo alelanshanaya no munankwe  ala apa pantu pasuma sana kabili amaluba yalilelema.,"That's right, they are looking at each other as they converse, one is paying attention to the other as they speak and they are in a beautiful place full of flowers."
12367_0,4300709050.jpg,11,male,14.338,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12367_1,4300709050.jpg,12,male,12.546,16000,vnd.wave,bem,bem,Cishinka nimbona umulumendo nafwala ishati ilya buta mwapita no twafita elyo bonse babili balemoneka abansansa nabamwentula kabili nabachensa sana.,"Yes, I have seen the young man is wearing a white and black shirt and they both look very happy and are smiling."
12367_2,4300709050.jpg,11,male,12.931,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12367_3,4300709050.jpg,12,male,13.703,16000,vnd.wave,bem,bem,Umu bali mulemoneka kwati ni mucikuulwafye umwakutambilapo ama filimu nagula kuti mwaba ni mu motoka pantu tamulemoneka bwino sana mulemoneka umwafita.,"It seems they are in a movie theatre or in car, it's hard to tell because it looks dark."
12367_4,4300709050.jpg,11,male,13.045,16000,vnd.wave,bem,bem,Cishinka sana bali pa lwendo kabili bali muli sacha ikalamba sana kabili  isuma kabili iyo bapanga ifipuna ifisuma icine cine kabili kunuma yabo kuli icipampa icalembwabwapo ifyebo,"That's true, it seems they are on a bus heading somewhere that has very nice sits and behind them is a notice board full of words."
12368_0,843218288.jpg,11,male,13.884,16000,vnd.wave,bem,bem,"Ico icikope ciletulangilila abantu  abengi sana abapusana pusana abacikalamba, abakote elyo abacilumendo kabili imimonekele yabo ilemoneka bwino bushe naumona kuncende ubusuma uku?","This picture shows a place full people, elderly, old people and young men and they are all well dressed. Have you seen how beautiful this place is?"
12368_1,843218288.jpg,12,male,14.656,16000,vnd.wave,bem,bem,Ala iyi incende isuma icine cine ifikulwa fye ifyabako balifikula bwino sana kabili ifyaemba kumona fye ifyo ifimuti filemoneka filemoneka ifyafunda bwino sana,"This is a beautiful place, it is clear from the many well built buildings and the broad trees that look so good."
12368_2,843218288.jpg,11,male,14.497,16000,vnd.wave,bem,bem,Cishinka sana ala ifimuti fyalilelema bwino  kabili fyalifunda icine cine nga lunkoto fye lwena telwakulandanako lulemoneka bwino kabili ulwafunda. Bushe finshi aba bantu balecita?,"Indeed they are, even the broad grass leaves one speechless. what are these people doing?"
12368_3,843218288.jpg,12,male,18.649,16000,vnd.wave,bem,bem,Abantu balecita fye ifyapusana shitata na namayo wacikoloci baleyendela fye ilyo baleshimika bambi nabekala baleshimika. Bushe naumona ifyo uyu umulumendo umbi alecita?,"They are doing different things, the elderly man and the woman are walking and chatting, others are sited and chatting, have you seen what the other young man is doing?"
12368_4,843218288.jpg,11,male,13.045,16000,vnd.wave,bem,bem,NOT PLAYING,NOT PLAYING 
12369_0,4819959795.jpg,11,male,14.111,16000,vnd.wave,bem,bem,Icikope ciletulangilila umulumendo naikala pa cipuna ico bapanga bwino kabili icakwata ilangi ilisuma icine cine cipalile ukutila aletontonkanyapo fimo atemwa nakwata amalangulushi bushe tefyo?,"This picture shows a young man sited on a well built beautiful colored couch, it seems he is lost in thought or worried, don't you think?"
12369_1,4819959795.jpg,12,male,14.225,16000,vnd.wave,bem,bem,Ee naulingika uyu umulumendo nakalimo nakwata ubulanda nakalimo anakile fye ukufuma ku ncito emulandu wine aleshipwila. Nomba nga walolekesha ni mwisa umu ali?,"Yes, you are right, it could be that he is very sad or very tired from work and that's why he is dozing. where is he?"
12369_2,4819959795.jpg,11,male,16.584,16000,vnd.wave,bem,bem,Umu emo ali ni mwishitima ilikalamba sana kabili lilemoneka bwino kabili balilipangna nefipuna ifisuma sana kabili uyu umulumendo alemoneka nanaka atemwa aletontonkayapo fimo. Bushe finshi fimbi ulemona?,"He is in a big good looking train with very nice chairs, he looks very tired or lost in thought, what else can you see?"
12369_3,4819959795.jpg,12,male,14.451,16000,vnd.wave,bem,bem,Cishinka sana ala ishitima likalamba sana kabili lyalilepa kabili balipenta ne langi ilya kashika. Bushe naumona uyu muntu uuli munshi?,"Indeed this is a long red train , have you seen the man at the bottom?"
12369_4,4819959795.jpg,11,male,13.952,16000,vnd.wave,bem,bem,Cishinka sana walanda cipalile acinuka icungulo bushiku kabili ekunina mwishitima ala tatwishibe nga finshi aletontonkanya atemwa finshi filemu cucutisha mu bumi bwakwe.,"Yes, it seems he knocked off late from work then got on a train, little wonder what's on his mind or what's bothering him"
12370_0,2315464116.jpg,11,male,12.16,16000,vnd.wave,bem,bem,Ici icikope ciletulangilila uwacilumendo uwa mishishi ishipi kabili nafwala icakufwala ica maboko ayepi ica makumbi makumbi ne toloshi ilya butulukila. Bushe uletontonkanya ukuti tali kwi bala,"This picture shows a young man with short hair in a blue short sleeved shirt and grey trousers, do you think he is in a farm?"
