image	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang
12364_0	3334300164.jpg	"12364_0_01_211029-105452_bem_142_elicit_0.wav
"	11	male	10.708	16000	vnd.wave	bem	bem
12364_1	3334300164.jpg	"12364_1_02_211029-105255_bem_dcc_elicit_0.wav
"	12	male	14.202	16000	vnd.wave	bem	bem
12364_2	3334300164.jpg	"12364_2_01_211029-105452_bem_142_elicit_1.wav
"	11	male	12.954	16000	vnd.wave	bem	bem
12364_3	3334300164.jpg	"12364_3_02_211029-105255_bem_dcc_elicit_1.wav
"	12	male	14.361	16000	vnd.wave	bem	bem
12364_4	3334300164.jpg	"12364_4_01_211029-105452_bem_142_elicit_2.wav
"	11	male	13.249	16000	vnd.wave	bem	bem
12365_0	4330613254.jpg	"12365_0_01_211029-105930_bem_142_elicit_0.wav
"	11	male	14.746	16000	vnd.wave	bem	bem
12365_1	4330613254.jpg	"12365_1_02_211029-105805_bem_dcc_elicit_0.wav
"	12	male	13.884	16000	vnd.wave	bem	bem
12365_2	4330613254.jpg	"12365_2_01_211029-105930_bem_142_elicit_1.wav
"	11	male	11.933	16000	vnd.wave	bem	bem
12365_3	4330613254.jpg	"12365_3_02_211029-105805_bem_dcc_elicit_1.wav
"	12	male	14.202	16000	vnd.wave	bem	bem
12365_4	4330613254.jpg	"12365_4_01_211029-105930_bem_142_elicit_2.wav
"	11	male	14.451	16000	vnd.wave	bem	bem
12366_0	2961318294.jpg	"12366_0_01_211029-110343_bem_142_elicit_0.wav
"	11	male	10.549	16000	vnd.wave	bem	bem
12366_1	2961318294.jpg	"12366_1_02_211029-110253_bem_dcc_elicit_0.wav
"	12	male	16.38	16000	vnd.wave	bem	bem
12366_2	2961318294.jpg	"12366_2_01_211029-110343_bem_142_elicit_1.wav
"	11	male	13.476	16000	vnd.wave	bem	bem
12366_3	2961318294.jpg	"12366_3_02_211029-110253_bem_dcc_elicit_1.wav
"	12	male	12.682	16000	vnd.wave	bem	bem
12366_4	2961318294.jpg	"12366_4_01_211029-110343_bem_142_elicit_2.wav
"	11	male	14.951	16000	vnd.wave	bem	bem
12367_0	4300709050.jpg	"12367_0_01_211029-111450_bem_142_elicit_0.wav
"	11	male	14.338	16000	vnd.wave	bem	bem
12367_1	4300709050.jpg	"12367_1_02_211029-111028_bem_dcc_elicit_0.wav
"	12	male	12.546	16000	vnd.wave	bem	bem
12367_2	4300709050.jpg	"12367_2_01_211029-111450_bem_142_elicit_1.wav
"	11	male	12.931	16000	vnd.wave	bem	bem
12367_3	4300709050.jpg	"12367_3_02_211029-111028_bem_dcc_elicit_1.wav
"	12	male	13.703	16000	vnd.wave	bem	bem
12367_4	4300709050.jpg	"12367_4_01_211029-111450_bem_142_elicit_2.wav
"	11	male	13.045	16000	vnd.wave	bem	bem
12368_0	843218288.jpg	"12368_0_01_211029-111726_bem_142_elicit_0.wav
"	11	male	13.884	16000	vnd.wave	bem	bem
12368_1	843218288.jpg	"12368_1_02_211029-112921_bem_dcc_elicit_0.wav
"	12	male	14.656	16000	vnd.wave	bem	bem
12368_2	843218288.jpg	"12368_2_01_211029-111726_bem_142_elicit_1.wav
"	11	male	14.497	16000	vnd.wave	bem	bem
12368_3	843218288.jpg	"12368_3_02_211029-112921_bem_dcc_elicit_1.wav
"	12	male	18.649	16000	vnd.wave	bem	bem
12368_4	843218288.jpg	"12368_4_01_211029-111726_bem_142_elicit_2.wav
"	11	male	13.045	16000	vnd.wave	bem	bem
12369_0	4819959795.jpg	"12369_0_01_211029-113230_bem_142_elicit_0.wav
"	11	male	14.111	16000	vnd.wave	bem	bem
12369_1	4819959795.jpg	"12369_1_02_211029-113150_bem_dcc_elicit_0.wav
"	12	male	14.225	16000	vnd.wave	bem	bem
12369_2	4819959795.jpg	"12369_2_01_211029-113230_bem_142_elicit_1.wav
"	11	male	16.584	16000	vnd.wave	bem	bem
12369_3	4819959795.jpg	"12369_3_02_211029-113150_bem_dcc_elicit_1.wav
"	12	male	14.451	16000	vnd.wave	bem	bem
12369_4	4819959795.jpg	"12369_4_01_211029-113230_bem_142_elicit_2.wav
"	11	male	13.952	16000	vnd.wave	bem	bem
12370_0	2315464116.jpg	"12370_0_01_211029-113829_bem_142_elicit_0.wav
"	11	male	12.16	16000	vnd.wave	bem	bem
12370_1	2315464116.jpg	"12370_1_02_211029-113631_bem_dcc_elicit_0.wav
"	12	male	13.725	16000	vnd.wave	bem	bem
12370_2	2315464116.jpg	"12370_2_01_211029-113829_bem_142_elicit_1.wav
"	11	male	12.001	16000	vnd.wave	bem	bem
12370_3	2315464116.jpg	"12370_3_02_211029-113631_bem_dcc_elicit_1.wav
"	12	male	17.446	16000	vnd.wave	bem	bem
12370_4	2315464116.jpg	"12370_4_01_211029-113829_bem_142_elicit_2.wav
"	11	male	13.816	16000	vnd.wave	bem	bem
12371_0	4212865709.jpg	"12371_0_01_211029-173620_bem_142_elicit_0.wav
"	11	male	10.821	16000	vnd.wave	bem	bem
12371_1	4212865709.jpg	"12371_1_02_211029-120049_bem_dcc_elicit_0.wav
"	12	male	13.385	16000	vnd.wave	bem	bem
12371_2	4212865709.jpg	"12371_2_01_211029-173620_bem_142_elicit_1.wav
"	11	male	12.047	16000	vnd.wave	bem	bem
12371_3	4212865709.jpg	"12371_3_02_211029-120049_bem_dcc_elicit_1.wav
"	12	male	14.86	16000	vnd.wave	bem	bem
12371_4	4212865709.jpg	"12371_4_01_211029-173620_bem_142_elicit_2.wav
"	11	male	11.684	16000	vnd.wave	bem	bem
12372_0	3473534758.jpg	"12372_0_01_211029-174324_bem_142_elicit_0.wav
"	11	male	12.296	16000	vnd.wave	bem	bem
12372_1	3473534758.jpg	"12372_1_02_211029-173942_bem_dcc_elicit_0.wav
"	12	male	13.294	16000	vnd.wave	bem	bem
12372_2	3473534758.jpg	"12372_2_01_211029-174324_bem_142_elicit_1.wav
"	11	male	13.272	16000	vnd.wave	bem	bem
12372_3	3473534758.jpg	"12372_3_02_211029-173942_bem_dcc_elicit_1.wav
"	12	male	13.612	16000	vnd.wave	bem	bem
12372_4	3473534758.jpg	"12372_4_01_211029-174324_bem_142_elicit_2.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
12373_0	155490259.jpg	"12373_0_01_211029-174742_bem_142_elicit_0.wav
"	11	male	11.162	16000	vnd.wave	bem	bem
12373_1	155490259.jpg	"12373_1_02_211029-174212_bem_dcc_elicit_0.wav
"	12	male	13.068	16000	vnd.wave	bem	bem
12373_2	155490259.jpg	"12373_2_01_211029-174742_bem_142_elicit_1.wav
"	11	male	12.909	16000	vnd.wave	bem	bem
12373_3	155490259.jpg	"12373_3_02_211029-174212_bem_dcc_elicit_1.wav
"	12	male	11.547	16000	vnd.wave	bem	bem
12373_4	155490259.jpg	"12373_4_01_211029-174742_bem_142_elicit_2.wav
"	11	male	11.979	16000	vnd.wave	bem	bem
12374_0	4209180917.jpg	"12374_0_01_211029-175151_bem_142_elicit_0.wav
"	11	male	11.706	16000	vnd.wave	bem	bem
12374_1	4209180917.jpg	"12374_1_02_211029-175044_bem_dcc_elicit_0.wav
"	12	male	12.863	16000	vnd.wave	bem	bem
12374_2	4209180917.jpg	"12374_2_01_211029-175151_bem_142_elicit_1.wav
"	11	male	13.113	16000	vnd.wave	bem	bem
12374_3	4209180917.jpg	"12374_3_02_211029-175044_bem_dcc_elicit_1.wav
"	12	male	14.656	16000	vnd.wave	bem	bem
12374_4	4209180917.jpg	"12374_4_01_211029-175151_bem_142_elicit_2.wav
"	11	male	10.186	16000	vnd.wave	bem	bem
12375_0	2705922148.jpg	"12375_0_01_211029-175833_bem_142_elicit_0.wav
"	11	male	12.999	16000	vnd.wave	bem	bem
12375_1	2705922148.jpg	"12375_1_02_211029-175412_bem_dcc_elicit_0.wav
"	12	male	13.952	16000	vnd.wave	bem	bem
12375_2	2705922148.jpg	"12375_2_01_211029-175833_bem_142_elicit_1.wav
"	11	male	10.345	16000	vnd.wave	bem	bem
12375_3	2705922148.jpg	"12375_3_02_211029-175412_bem_dcc_elicit_1.wav
"	12	male	22.642	16000	vnd.wave	bem	bem
12375_4	2705922148.jpg	"12375_4_01_211029-175833_bem_142_elicit_2.wav
"	11	male	10.912	16000	vnd.wave	bem	bem
12376_0	1891462514.jpg	"12376_0_01_211029-180129_bem_142_elicit_0.wav
"	11	male	11.57	16000	vnd.wave	bem	bem
12376_1	1891462514.jpg	"12376_1_02_211029-180030_bem_dcc_elicit_0.wav
"	12	male	18.444	16000	vnd.wave	bem	bem
12376_2	1891462514.jpg	"12376_2_01_211029-180129_bem_142_elicit_1.wav
"	11	male	12.523	16000	vnd.wave	bem	bem
12376_3	1891462514.jpg	"12376_3_02_211029-180030_bem_dcc_elicit_1.wav
"	12	male	13.93	16000	vnd.wave	bem	bem
12376_4	1891462514.jpg	"12376_4_01_211029-180129_bem_142_elicit_2.wav
"	11	male	12.636	16000	vnd.wave	bem	bem
12377_0	7281664064.jpg	"12377_0_01_211029-180431_bem_142_elicit_0.wav
"	11	male	12.5	16000	vnd.wave	bem	bem
12377_1	7281664064.jpg	"12377_1_02_211029-180424_bem_dcc_elicit_0.wav
"	12	male	12.636	16000	vnd.wave	bem	bem
12377_2	7281664064.jpg	"12377_2_01_211029-180431_bem_142_elicit_1.wav
"	11	male	11.253	16000	vnd.wave	bem	bem
12377_3	7281664064.jpg	"12377_3_02_211029-180424_bem_dcc_elicit_1.wav
"	12	male	14.565	16000	vnd.wave	bem	bem
12377_4	7281664064.jpg	"12377_4_01_211029-180431_bem_142_elicit_2.wav
"	11	male	11.684	16000	vnd.wave	bem	bem
12378_0	457607803.jpg	"12378_0_01_211029-180651_bem_142_elicit_0.wav
"	11	male	12.999	16000	vnd.wave	bem	bem
12378_1	457607803.jpg	"12378_1_02_211029-180630_bem_dcc_elicit_0.wav
"	12	male	12.387	16000	vnd.wave	bem	bem
12378_2	457607803.jpg	"12378_2_01_211029-180651_bem_142_elicit_1.wav
"	11	male	10.322	16000	vnd.wave	bem	bem
12378_3	457607803.jpg	"12378_3_02_211029-180630_bem_dcc_elicit_1.wav
"	12	male	12.795	16000	vnd.wave	bem	bem
12378_4	457607803.jpg	"12378_4_01_211029-180651_bem_142_elicit_2.wav
"	11	male	14.134	16000	vnd.wave	bem	bem
12379_0	4849249884.jpg	"12379_0_01_211029-181547_bem_142_elicit_0.wav
"	11	male	11.842	16000	vnd.wave	bem	bem
12379_1	4849249884.jpg	"12379_1_02_211029-181138_bem_dcc_elicit_0.wav
"	12	male	14.905	16000	vnd.wave	bem	bem
12379_2	4849249884.jpg	"12379_2_01_211029-181547_bem_142_elicit_1.wav
"	11	male	10.3	16000	vnd.wave	bem	bem
12379_3	4849249884.jpg	"12379_3_02_211029-181138_bem_dcc_elicit_1.wav
"	12	male	13.521	16000	vnd.wave	bem	bem
12379_4	4849249884.jpg	"12379_4_01_211029-181547_bem_142_elicit_2.wav
"	11	male	13.657	16000	vnd.wave	bem	bem
12380_0	280007961.jpg	"12380_0_01_211029-181909_bem_142_elicit_0.wav
"	11	male	14.066	16000	vnd.wave	bem	bem
12380_1	280007961.jpg	"12380_1_02_211029-182408_bem_dcc_elicit_0.wav
"	12	male	13.34	16000	vnd.wave	bem	bem
12380_2	280007961.jpg	"12380_2_01_211029-181909_bem_142_elicit_1.wav
"	11	male	10.98	16000	vnd.wave	bem	bem
12380_3	280007961.jpg	"12380_3_02_211029-182408_bem_dcc_elicit_1.wav
"	12	male	11.888	16000	vnd.wave	bem	bem
12380_4	280007961.jpg	"12380_4_01_211029-181909_bem_142_elicit_2.wav
"	11	male	12.342	16000	vnd.wave	bem	bem
12381_0	1146490295.jpg	"12381_0_01_211029-183046_bem_142_elicit_0.wav
"	11	male	14.157	16000	vnd.wave	bem	bem
12381_1	1146490295.jpg	"12381_1_02_211029-183037_bem_dcc_elicit_0.wav
"	12	male	13.567	16000	vnd.wave	bem	bem
12381_2	1146490295.jpg	"12381_2_01_211029-183046_bem_142_elicit_1.wav
"	11	male	9.483	16000	vnd.wave	bem	bem
12381_3	1146490295.jpg	"12381_3_02_211029-183037_bem_dcc_elicit_1.wav
"	12	male	14.202	16000	vnd.wave	bem	bem
12381_4	1146490295.jpg	"12381_4_01_211029-183046_bem_142_elicit_2.wav
"	11	male	11.525	16000	vnd.wave	bem	bem
12382_0	303103036.jpg	"12382_0_01_211029-190804_bem_dcc_elicit_0.wav
"	11	male	9.211	16000	vnd.wave	bem	bem
12382_1	303103036.jpg	"12382_1_02_211029-191012_bem_142_elicit_0.wav
"	12	male	12.5	16000	vnd.wave	bem	bem
12382_2	303103036.jpg	"12382_2_01_211029-190804_bem_dcc_elicit_1.wav
"	11	male	14.86	16000	vnd.wave	bem	bem
12382_3	303103036.jpg	"12382_3_02_211029-191012_bem_142_elicit_1.wav
"	12	male	13.362	16000	vnd.wave	bem	bem
12382_4	303103036.jpg	"12382_4_01_211029-190804_bem_dcc_elicit_2.wav
"	11	male	16.04	16000	vnd.wave	bem	bem
12383_0	4512530785.jpg	"12383_0_01_211029-191249_bem_dcc_elicit_0.wav
"	11	male	8.167	16000	vnd.wave	bem	bem
12383_1	4512530785.jpg	"12383_1_02_211029-191150_bem_142_elicit_0.wav
"	12	male	11.184	16000	vnd.wave	bem	bem
12383_2	4512530785.jpg	"12383_2_01_211029-191249_bem_dcc_elicit_1.wav
"	11	male	12.909	16000	vnd.wave	bem	bem
12383_3	4512530785.jpg	"12383_3_02_211029-191150_bem_142_elicit_1.wav
"	12	male	12.546	16000	vnd.wave	bem	bem
12383_4	4512530785.jpg	"12383_4_01_211029-191249_bem_dcc_elicit_2.wav
"	11	male	14.86	16000	vnd.wave	bem	bem
12384_0	2594698744.jpg	"12384_0_01_211029-191824_bem_dcc_elicit_0.wav
"	11	male	9.347	16000	vnd.wave	bem	bem
12384_1	2594698744.jpg	"12384_1_02_211029-192241_bem_142_elicit_0.wav
"	12	male	12.342	16000	vnd.wave	bem	bem
12384_2	2594698744.jpg	"12384_2_01_211029-191824_bem_dcc_elicit_1.wav
"	11	male	14.701	16000	vnd.wave	bem	bem
12384_3	2594698744.jpg	"12384_3_02_211029-192241_bem_142_elicit_1.wav
"	12	male	14.656	16000	vnd.wave	bem	bem
12384_4	2594698744.jpg	"12384_4_01_211029-191824_bem_dcc_elicit_2.wav
"	11	male	13.862	16000	vnd.wave	bem	bem
12385_0	2882056260.jpg	"12385_0_01_211029-192559_bem_dcc_elicit_0.wav
"	11	male	14.497	16000	vnd.wave	bem	bem
12385_1	2882056260.jpg	"12385_1_02_211029-193451_bem_142_elicit_0.wav
"	12	male	13.703	16000	vnd.wave	bem	bem
12385_2	2882056260.jpg	"12385_2_01_211029-192559_bem_dcc_elicit_1.wav
"	11	male	13.158	16000	vnd.wave	bem	bem
12385_3	2882056260.jpg	"12385_3_02_211029-193451_bem_142_elicit_1.wav
"	12	male	14.247	16000	vnd.wave	bem	bem
12385_4	2882056260.jpg	"12385_4_01_211029-192559_bem_dcc_elicit_2.wav
"	11	male	14.86	16000	vnd.wave	bem	bem
12386_0	2849864963.jpg	"12386_0_01_211029-194005_bem_dcc_elicit_0.wav
"	11	male	14.315	16000	vnd.wave	bem	bem
12386_1	2849864963.jpg	"12386_1_02_211029-193849_bem_142_elicit_0.wav
"	12	male	13.068	16000	vnd.wave	bem	bem
12386_2	2849864963.jpg	"12386_2_01_211029-194005_bem_dcc_elicit_1.wav
"	11	male	16.085	16000	vnd.wave	bem	bem
12386_3	2849864963.jpg	"12386_3_02_211029-193849_bem_142_elicit_1.wav
"	12	male	12.705	16000	vnd.wave	bem	bem
12386_4	2849864963.jpg	"12386_4_01_211029-194005_bem_dcc_elicit_2.wav
"	11	male	15.109	16000	vnd.wave	bem	bem
12387_0	2231193384.jpg	"12387_0_01_211029-194450_bem_dcc_elicit_0.wav
"	11	male	14.52	16000	vnd.wave	bem	bem
12387_1	2231193384.jpg	"12387_1_02_211029-194456_bem_142_elicit_0.wav
"	12	male	9.755	16000	vnd.wave	bem	bem
12387_2	2231193384.jpg	"12387_2_01_211029-194450_bem_dcc_elicit_1.wav
"	11	male	14.678	16000	vnd.wave	bem	bem
12387_3	2231193384.jpg	"12387_3_02_211029-194456_bem_142_elicit_1.wav
"	12	male	12.251	16000	vnd.wave	bem	bem
12387_4	2231193384.jpg	"12387_4_01_211029-194450_bem_dcc_elicit_2.wav
"	11	male	16.425	16000	vnd.wave	bem	bem
12388_0	5938759184.jpg	"12388_0_01_211029-194731_bem_dcc_elicit_0.wav
"	11	male	12.841	16000	vnd.wave	bem	bem
12388_1	5938759184.jpg	"12388_1_02_211029-194824_bem_142_elicit_0.wav
"	12	male	13.362	16000	vnd.wave	bem	bem
12388_2	5938759184.jpg	"12388_2_01_211029-194731_bem_dcc_elicit_1.wav
"	11	male	14.792	16000	vnd.wave	bem	bem
12388_3	5938759184.jpg	"12388_3_02_211029-194824_bem_142_elicit_1.wav
"	12	male	12.523	16000	vnd.wave	bem	bem
12388_4	5938759184.jpg	"12388_4_01_211029-194731_bem_dcc_elicit_2.wav
"	11	male	14.043	16000	vnd.wave	bem	bem
12389_0	2150590181.jpg	"12389_0_01_211029-195125_bem_dcc_elicit_0.wav
"	11	male	10.186	16000	vnd.wave	bem	bem
12389_1	2150590181.jpg	"12389_1_02_211029-195221_bem_142_elicit_0.wav
"	12	male	10.164	16000	vnd.wave	bem	bem
12389_2	2150590181.jpg	"12389_2_01_211029-195125_bem_dcc_elicit_1.wav
"	11	male	13.362	16000	vnd.wave	bem	bem
12389_3	2150590181.jpg	"12389_3_02_211029-195221_bem_142_elicit_1.wav
"	12	male	12.523	16000	vnd.wave	bem	bem
12389_4	2150590181.jpg	"12389_4_01_211029-195125_bem_dcc_elicit_2.wav
"	11	male	13.521	16000	vnd.wave	bem	bem
12390_0	480845172.jpg	"12390_0_01_211029-195500_bem_dcc_elicit_0.wav
"	11	male	11.888	16000	vnd.wave	bem	bem
12390_1	480845172.jpg	"12390_1_02_211029-195445_bem_142_elicit_0.wav
"	12	male	14.474	16000	vnd.wave	bem	bem
12390_2	480845172.jpg	"12390_2_01_211029-195500_bem_dcc_elicit_1.wav
"	11	male	14.315	16000	vnd.wave	bem	bem
12390_3	480845172.jpg	"12390_3_02_211029-195445_bem_142_elicit_1.wav
"	12	male	11.411	16000	vnd.wave	bem	bem
12390_4	480845172.jpg	"12390_4_01_211029-195500_bem_dcc_elicit_2.wav
"	11	male	12.795	16000	vnd.wave	bem	bem
12391_0	4857773168.jpg	"12391_0_01_211029-200543_bem_dcc_elicit_0.wav
"	11	male	12.16	16000	vnd.wave	bem	bem
12391_1	4857773168.jpg	"12391_1_02_211029-195658_bem_142_elicit_0.wav
"	12	male	13.771	16000	vnd.wave	bem	bem
12391_2	4857773168.jpg	"12391_2_01_211029-200543_bem_dcc_elicit_1.wav
"	11	male	15.54	16000	vnd.wave	bem	bem
12391_3	4857773168.jpg	"12391_3_02_211029-195658_bem_142_elicit_1.wav
"	12	male	14.02	16000	vnd.wave	bem	bem
12391_4	4857773168.jpg	"12391_4_01_211029-200543_bem_dcc_elicit_2.wav
"	11	male	15.041	16000	vnd.wave	bem	bem
12392_0	498404951.jpg	"12392_0_01_211029-200745_bem_dcc_elicit_0.wav
"	11	male	15.359	16000	vnd.wave	bem	bem
12392_1	498404951.jpg	"12392_1_02_211029-201141_bem_142_elicit_0.wav
"	12	male	10.436	16000	vnd.wave	bem	bem
12392_2	498404951.jpg	"12392_2_01_211029-200745_bem_dcc_elicit_1.wav
"	11	male	14.338	16000	vnd.wave	bem	bem
12392_3	498404951.jpg	"12392_3_02_211029-201141_bem_142_elicit_1.wav
"	12	male	13.362	16000	vnd.wave	bem	bem
12392_4	498404951.jpg	"12392_4_01_211029-200745_bem_dcc_elicit_2.wav
"	11	male	10.095	16000	vnd.wave	bem	bem
12393_0	3361882891.jpg	"12393_0_01_211029-201428_bem_dcc_elicit_0.wav
"	11	male	8.78	16000	vnd.wave	bem	bem
12393_1	3361882891.jpg	"12393_1_02_211029-201525_bem_142_elicit_0.wav
"	12	male	12.092	16000	vnd.wave	bem	bem
12393_2	3361882891.jpg	"12393_2_01_211029-201428_bem_dcc_elicit_1.wav
"	11	male	19.443	16000	vnd.wave	bem	bem
12393_3	3361882891.jpg	"12393_3_02_211029-201525_bem_142_elicit_1.wav
"	12	male	12.931	16000	vnd.wave	bem	bem
12393_4	3361882891.jpg	"12393_4_01_211029-201428_bem_dcc_elicit_2.wav
"	11	male	11.593	16000	vnd.wave	bem	bem
12394_0	7102599087.jpg	"12394_0_01_211029-201820_bem_dcc_elicit_0.wav
"	11	male	12.886	16000	vnd.wave	bem	bem
12394_1	7102599087.jpg	"12394_1_02_211029-202549_bem_142_elicit_0.wav
"	12	male	12.591	16000	vnd.wave	bem	bem
12394_2	7102599087.jpg	"12394_2_01_211029-201820_bem_dcc_elicit_1.wav
"	11	male	10.595	16000	vnd.wave	bem	bem
12394_3	7102599087.jpg	"12394_3_02_211029-202549_bem_142_elicit_1.wav
"	12	male	13.317	16000	vnd.wave	bem	bem
12394_4	7102599087.jpg	"12394_4_01_211029-201820_bem_dcc_elicit_2.wav
"	11	male	13.408	16000	vnd.wave	bem	bem
12395_0	1879693922.jpg	"12395_0_01_211029-202840_bem_dcc_elicit_0.wav
"	11	male	13.022	16000	vnd.wave	bem	bem
12395_1	1879693922.jpg	"12395_1_02_211029-203010_bem_142_elicit_0.wav
"	12	male	12.841	16000	vnd.wave	bem	bem
12395_2	1879693922.jpg	"12395_2_01_211029-202840_bem_dcc_elicit_1.wav
"	11	male	14.225	16000	vnd.wave	bem	bem
12395_3	1879693922.jpg	"12395_3_02_211029-203010_bem_142_elicit_1.wav
"	12	male	11.048	16000	vnd.wave	bem	bem
12395_4	1879693922.jpg	"12395_4_01_211029-202840_bem_dcc_elicit_2.wav
"	11	male	16.516	16000	vnd.wave	bem	bem
12396_0	3663307538.jpg	"12396_0_01_211029-203246_bem_dcc_elicit_0.wav
"	11	male	13.725	16000	vnd.wave	bem	bem
12396_1	3663307538.jpg	"12396_1_02_211029-203408_bem_142_elicit_0.wav
"	12	male	14.066	16000	vnd.wave	bem	bem
12396_2	3663307538.jpg	"12396_2_01_211029-203246_bem_dcc_elicit_1.wav
"	11	male	13.907	16000	vnd.wave	bem	bem
12396_3	3663307538.jpg	"12396_3_02_211029-203408_bem_142_elicit_1.wav
"	12	male	12.591	16000	vnd.wave	bem	bem
12396_4	3663307538.jpg	"12396_4_01_211029-203246_bem_dcc_elicit_2.wav
"	11	male	14.724	16000	vnd.wave	bem	bem
12397_0	805682444.jpg	"12397_0_01_211029-203620_bem_dcc_elicit_0.wav
"	11	male	14.202	16000	vnd.wave	bem	bem
12397_1	805682444.jpg	"12397_1_02_211029-203607_bem_142_elicit_0.wav
"	12	male	13.544	16000	vnd.wave	bem	bem
12397_2	805682444.jpg	"12397_2_01_211029-203620_bem_dcc_elicit_1.wav
"	11	male	14.769	16000	vnd.wave	bem	bem
12397_3	805682444.jpg	"12397_3_02_211029-203607_bem_142_elicit_1.wav
"	12	male	14.678	16000	vnd.wave	bem	bem
12397_4	805682444.jpg	"12397_4_01_211029-203620_bem_dcc_elicit_2.wav
"	11	male	12.614	16000	vnd.wave	bem	bem
12398_0	3182492939.jpg	"12398_0_01_211029-203917_bem_dcc_elicit_0.wav
"	11	male	11.502	16000	vnd.wave	bem	bem
12398_1	3182492939.jpg	"12398_1_02_211029-203850_bem_142_elicit_0.wav
"	12	male	14.088	16000	vnd.wave	bem	bem
12398_2	3182492939.jpg	"12398_2_01_211029-203917_bem_dcc_elicit_1.wav
"	11	male	18.399	16000	vnd.wave	bem	bem
12398_3	3182492939.jpg	"12398_3_02_211029-203850_bem_142_elicit_1.wav
"	12	male	9.891	16000	vnd.wave	bem	bem
12398_4	3182492939.jpg	"12398_4_01_211029-203917_bem_dcc_elicit_2.wav
"	11	male	18.354	16000	vnd.wave	bem	bem
12399_0	342092288.jpg	"12399_0_01_211029-204334_bem_dcc_elicit_0.wav
"	11	male	13.862	16000	vnd.wave	bem	bem
12399_1	342092288.jpg	"12399_1_02_211029-204447_bem_142_elicit_0.wav
"	12	male	14.157	16000	vnd.wave	bem	bem
12399_2	342092288.jpg	"12399_2_01_211029-204334_bem_dcc_elicit_1.wav
"	11	male	14.746	16000	vnd.wave	bem	bem
12399_3	342092288.jpg	"12399_3_02_211029-204447_bem_142_elicit_1.wav
"	12	male	11.298	16000	vnd.wave	bem	bem
12399_4	342092288.jpg	"12399_4_01_211029-204334_bem_dcc_elicit_2.wav
"	11	male	16.675	16000	vnd.wave	bem	bem
123_0	2253417961.jpg	"123_0_01_210927-163605_bem_dcc_elicit_0.wav
"	11	male	6.148	16000	vnd.wave	bem	bem
123_1	2253417961.jpg	"123_1_02_210927-163333_bem_9d4_elicit_0.wav
"	12	female	5.195	16000	vnd.wave	bem	bem
123_2	2253417961.jpg	"123_2_01_210927-163605_bem_dcc_elicit_1.wav
"	11	male	8.802	16000	vnd.wave	bem	bem
123_3	2253417961.jpg	"123_3_02_210927-163333_bem_9d4_elicit_1.wav
"	12	female	4.582	16000	vnd.wave	bem	bem
123_4	2253417961.jpg	"123_4_01_210927-163605_bem_dcc_elicit_2.wav
"	11	male	8.054	16000	vnd.wave	bem	bem
12400_0	3467510271.jpg	"12400_0_01_211029-204945_bem_dcc_elicit_0.wav
"	11	male	13.476	16000	vnd.wave	bem	bem
12400_1	3467510271.jpg	"12400_1_02_211029-205020_bem_142_elicit_0.wav
"	12	male	11.321	16000	vnd.wave	bem	bem
12400_2	3467510271.jpg	"12400_2_01_211029-204945_bem_dcc_elicit_1.wav
"	11	male	12.251	16000	vnd.wave	bem	bem
12400_3	3467510271.jpg	"12400_3_02_211029-205020_bem_142_elicit_1.wav
"	12	male	12.41	16000	vnd.wave	bem	bem
12400_4	3467510271.jpg	"12400_4_01_211029-204945_bem_dcc_elicit_2.wav
"	11	male	11.865	16000	vnd.wave	bem	bem
12401_0	2880051254.jpg	"12401_0_01_211029-205322_bem_dcc_elicit_0.wav
"	11	male	11.094	16000	vnd.wave	bem	bem
12401_1	2880051254.jpg	"12401_1_02_211029-205227_bem_142_elicit_0.wav
"	12	male	10.572	16000	vnd.wave	bem	bem
12401_2	2880051254.jpg	"12401_2_01_211029-205322_bem_dcc_elicit_1.wav
"	11	male	13.657	16000	vnd.wave	bem	bem
12401_3	2880051254.jpg	"12401_3_02_211029-205227_bem_142_elicit_1.wav
"	12	male	13.34	16000	vnd.wave	bem	bem
12401_4	2880051254.jpg	"12401_4_01_211029-205322_bem_dcc_elicit_2.wav
"	11	male	10.3	16000	vnd.wave	bem	bem
12402_0	801607443.jpg	"12402_0_01_211029-220831_bem_dcc_elicit_0.wav
"	11	male	14.383	16000	vnd.wave	bem	bem
12402_1	801607443.jpg	"12402_1_02_211029-221239_bem_142_elicit_0.wav
"	12	male	12.432	16000	vnd.wave	bem	bem
12402_2	801607443.jpg	"12402_2_01_211029-220831_bem_dcc_elicit_1.wav
"	11	male	16.561	16000	vnd.wave	bem	bem
12402_3	801607443.jpg	"12402_3_02_211029-221239_bem_142_elicit_1.wav
"	12	male	13.113	16000	vnd.wave	bem	bem
12402_4	801607443.jpg	"12402_4_01_211029-220831_bem_dcc_elicit_2.wav
"	11	male	13.68	16000	vnd.wave	bem	bem
12403_0	2582211817.jpg	"12403_0_01_211029-221219_bem_dcc_elicit_0.wav
"	11	male	10.708	16000	vnd.wave	bem	bem
12403_1	2582211817.jpg	"12403_1_02_211029-221339_bem_142_elicit_0.wav
"	12	male	8.666	16000	vnd.wave	bem	bem
